id,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
1300,-0.188835741895268,-0.602786674856537,0.809284218230587,-1.65679022684296,7.25094879410285,-0.110441555398929,-1.50962484531238,0.793813369536913,-0.527641625653155,0.446858735599542
3400,-0.377725389071192,1.78200910738623,0.282731404357038,-1.59120130495549,0.509129743582605,0.581299604660075,0.2773084818807,1.5092735216987,0.0634484866296788,-0.541845661599017
8200,-0.836815441255914,-4.53725677965264,0.436570849270139,0.607036192421237,1.48218982106197,1.29054223605678,2.11169419911322,1.81979089890716,0.93764882225465,-0.182497850937919
8800,-0.719397195721592,1.04878479922846,0.876331572086639,-0.514756962234981,0.695789419764526,-0.804028201282725,-0.0474687431575083,1.0396991336105,2.54667942387232,0.135929462647073
17900,1.31812571448454,0.823572787316171,-0.65721697956083,-0.625028896908062,0.481179079314566,-0.307483784019569,-0.0694328620344097,0.724669663259078,-1.15889327914718,0.728504569157327
18200,-0.413740673446021,0.488666893257452,0.466931057571764,-2.41657680852169,1.21628045395636,-0.345246534489505,-0.210079899588957,-2.06233313798509,6.20438292128736,-0.416442300939456
25300,1.2567939942372,0.553420957804322,-1.29799234636555,0.675380150621725,-1.03412883965611,-0.554457659857728,0.863116049018315,-1.13314489851165,0.210412106595776,0.696238970845705
2000200,1.14941886347034,-1.29808104116433,-1.83508397187089,0.401496239565794,5.26891320199876,-0.536765131656468,0.172522734388148,-0.0862121765226652,-0.277681531977993,-0.610907952997389
2000300,-0.219542109492689,-2.68761722000767,-0.115527153701178,1.30271152133434,0.90211467679577,0.948095168586632,1.2499020973628,0.994400170717404,-0.975093232187506,-0.028345877751881
2000400,0.228188752578825,-0.196258423332336,0.391245250415343,1.02967264890834,-0.540332346956626,-1.38571963857296,1.61502925866318,0.453940022688422,1.9538795494202,-0.886070231667119
2000500,-0.779462108524514,2.75458706448247,-0.750769686101591,0.0321905378770094,-0.395842049655989,-0.598796875349735,2.75187805592562,-0.213150905179272,-1.35017224214237,-1.46581245209311
